Auteur; Titre; Chapitre; Lieu; Adresse; Arrondissement; Géoréférencement ; Qualification ; Personnages ; Indication ; Typologie ; Rive ; Attribut
Balzac; Illusions perdues; La settimana fatale; chez Coralie; rue de La Lune; 2; 48.869961, 2.348555; maison; Lucien; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; Gymnase; 38 Boulevard Bonne-Nouvelle; 10; 48.870847, 2.348918; théâtre; Lucien, Coralie, Camusot, Martainville, Florine, Nathan, Merlin; exact; vécu; droite; réel
Balzac; Illusions perdues; La settimana fatale; Frascati; 108 rue de Richelieu; 2; 48.871369, 2.34033; maison de jeux; Lucien; exact; vécu; droite; réel
Balzac; Illusions perdues; La settimana fatale; chez Coralie; rue de La Lune; 2; 48.869961, 2.348555; maison; Lucien, Finot; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; Dauriat; Galerie de Bois (Galerie d’Orléans); 1; 48.864101, 2.33732; libraire; Lucien, Dauriat; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; chez Coralie; rue de La Lune; 2; 48.869961, 2.348555; maison; Lucien, Coralie, Bérénice; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; chez mademoiselle des Touches; rue de la Chaussée d’Antin; 9; 48.876358, 2.33182; maison; Lucien, signorina des Touches, Conti, marchesa d’Espard, signora de Bargeton, contessa de Montcornet; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; Ministero (Guardasigilli); Hôtel de Bourvallais, 13, place Vendôme; 1; 48.867737, 2.328492; bureau; Lucien, signora de Bargeton; exact; cité; droite; réel
Balzac; Illusions perdues; La settimana fatale; chez Coralie; rue de La Lune; 2; 48.869961, 2.348555; maison; Lucien, Coralie; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; Ministero (Guardasigilli); place Vendôme; 1; 48.867463, 2.329428; place; Lucien, des Lupeaulx, barone du Châtelet; inexacte; vécu; droite; réel
Balzac; Illusions perdues; La settimana fatale; boulevard de Gand; boulevard de Gand (era uno dei lati del boulevard des Italiens); 2; 48.871912, 2.340175; rue; Lucien, Michel Chréstien, Rastignac, de Marsay; inexacte; vécu; droite; réel
Balzac; Illusions perdues; La settimana fatale; chez Rastignac; rue Taitbout; 9; 48.872943, 2.335355; maison; Lucien, Rastignac; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; Café Anglais; 13 Boulevard des Italiens; 2; 48.871363, 2.337518; café; Lucien, Rastignac, de Marsay; exact; vécu; droite; réel
Balzac; Illusions perdues; Ingenuità; chez Coralie; rue de La Lune; 2; 48.869961, 2.348555; maison; Lucien, Coralie; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Ingenuità; via per Clignancourt; via per Clignancourt; 18; 48.894058, 2.345678; rue; Lucien, Rastignac, de Marsay, Michel Chréstien; inexacte; vécu; droite; réel
Balzac; Illusions perdues; Ingenuità; chez Coralie; rue de La Lune; 2; 48.869961, 2.348555; maison; Lucien, Coralie, Bérénice Bianchon, Camusot, Merlin; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Ingenuità; Flicoteaux; 22 rue Champollion; 5; 48.848896, 2.342354; restaurant; Lucien, Lousteau, Vignon; exact; vécu; gauche; réel
Balzac; Illusions perdues; Ingenuità; Café Voltaire; 1 place de l’Odéon; 6; 48.850087, 2.338888; café; Lucien, Lousteau, Vignon; exact; vécu; gauche; réel
Balzac; Illusions perdues; Ingenuità; Lussemburgo; 15 rue de Vaugirard; 6; 48.849216, 2.336455; jardin publique; Lucien, Lousteau, Vignon; exact; vécu; gauche; réel
Balzac; Illusions perdues; Ingenuità; chez Coralie; rue de La Lune; 2; 48.869961, 2.348555; maison; Lucien; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Ingenuità; Métivier; rue Serpente; 6; 48.852433, 2.341205; magasin; Lucien; inexacte; vécu; gauche; fictif
Balzac; Illusions perdues; Addii; chez Coralie; rue de La Lune; 2; 48.869961, 2.348555; maison; Lucien, Bérénice, Bianchon, d’Arthez, signorina des Touches; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Addii; Bonne-Nouvelle; 25 rue de la Lune; 2; 48.869764, 2.349559; église; Lucien, Bérénice, signorina des Touches, Camusot, amici del Cenacolo; exact; vécu; droite; réel
Balzac; Illusions perdues; Addii; Père-Lachaise; 16 Rue du Repos; 20; 48.859785, 2.390791; cimetière; Lucien, Bérénice, signorina des Touches, Camusot, amici del Cenacolo; exact; vécu; droite; réel
Balzac; Illusions perdues; Addii; albergo; rue de La Lune; 2; 48.869961, 2.348555; hôtel; Lucien; inexacte; vécu; droite; réel
Balzac; Illusions perdues; Addii; Samanon; boulevard Poissonnière; 2; 48.870866, 2.346818; maison; Lucien; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Addii; Frascati; 108 rue de Richelieu; 2; 48.871369, 2.34033; maison de jeux; Lucien; exact; vécu; droite; réel
Balzac; Illusions perdues; Addii; boulevard Bonne-Nouvelle; boulevard Bonne-Nouvelle; 2; 48.869786, 2.34966; rue; Lucien, Bérénice; inexacte; vécu; droite; réel
Balzac; Illusions perdues; Addii; stazione della rue d’Enfer; Place Denfert-Rochereau; 14; 48.834996, 2.33196; place; Lucien; inexacte; vécu; gauche; réel

